Filename	x	y0	dy	ny	v0	dv	nv
ha051+0.0wcsb.fits	0.0	-167.676	0.534	514	-283.270755297	4.0	151
ha052+2.0wcsb.fits	2.0	-167.676	0.534	514	-283.331555297	4.0	151
ha053+4.0wcsb.fits	4.0	-167.676	0.534	514	-283.393955297	4.0	151
ha054+6.0wcsb.fits	6.0	-167.676	0.534	514	-283.457955297	4.0	151
ha055+8.0wcsb.fits	8.0	-167.676	0.534	514	-283.523555297	4.0	151
ha056+10.0wcsb.fits	10.0	-167.676	0.534	514	-283.590755297	4.0	151
ha057+12.0wcsb.fits	12.0	-167.676	0.534	514	-283.659555297	4.0	151
ha058+14.0wcsb.fits	14.0	-167.676	0.534	514	-283.729955297	4.0	151
ha059+16.0wcsb.fits	16.0	-167.676	0.534	514	-283.801955297	4.0	151
ha060+18.0wcsb.fits	18.0	-167.676	0.534	514	-283.875555297	4.0	151
ha061+20.0wcsb.fits	20.0	-167.676	0.534	514	-283.950755297	4.0	151
ha062+22.0wcsb.fits	22.0	-167.676	0.534	514	-284.027555297	4.0	151
ha063+24.0wcsb.fits	24.0	-167.676	0.534	514	-284.105955297	4.0	151
ha064+26.0wcsb.fits	26.0	-167.676	0.534	514	-284.185955297	4.0	151
ha065+28.0wcsb.fits	28.0	-167.676	0.534	514	-284.267555297	4.0	151
ha066+30.0wcsb.fits	30.0	-167.676	0.534	514	-284.350755297	4.0	151
ha067+32.0wcsb.fits	32.0	-167.676	0.534	514	-284.435555297	4.0	151
ha068+34.0wcsb.fits	34.0	-167.676	0.534	514	-284.521955297	4.0	151
ha069+36.0wcsb.fits	36.0	-167.676	0.534	514	-284.609955297	4.0	151
ha070+38.0wcsb.fits	38.0	-167.676	0.534	514	-284.699555297	4.0	151
ha071+40.0wcsb.fits	40.0	-167.676	0.534	514	-284.790755297	4.0	151
ha072+42.0wcsb.fits	42.0	-167.676	0.534	514	-284.883555297	4.0	151
ha073+44.0wcsb.fits	44.0	-167.676	0.534	514	-284.977955297	4.0	151
ha074+46.0wcsb.fits	46.0	-167.676	0.534	514	-285.073955297	4.0	151
ha075+48.0wcsb.fits	48.0	-167.676	0.534	514	-285.171555297	4.0	151
ha076+50.0wcsb.fits	50.0	-167.676	0.534	514	-285.270755297	4.0	151
ha077+52.0wcsb.fits	52.0	-167.676	0.534	514	-285.371555297	4.0	151
ha078+54.0wcsb.fits	54.0	-167.676	0.534	514	-285.473955297	4.0	151
ha079+56.0wcsb.fits	56.0	-167.676	0.534	514	-285.577955297	4.0	151
ha080+58.0wcsb.fits	58.0	-167.676	0.534	514	-285.683555297	4.0	151
ha081+60.0wcsb.fits	60.0	-167.676	0.534	514	-285.790755297	4.0	151
ha082+62.0wcsb.fits	62.0	-167.676	0.534	514	-285.899555297	4.0	151
ha083+64.0wcsb.fits	64.0	-167.676	0.534	514	-286.009955297	4.0	151
ha084+66.0wcsb.fits	66.0	-167.676	0.534	514	-286.121955297	4.0	151
ha085+68.0wcsb.fits	68.0	-167.676	0.534	514	-286.235555297	4.0	151
ha086+70.0wcsb.fits	70.0	-167.676	0.534	514	-286.350755297	4.0	151
ha087+72.0wcsb.fits	72.0	-167.676	0.534	514	-286.467555297	4.0	151
ha088+74.0wcsb.fits	74.0	-167.676	0.534	514	-286.585955297	4.0	151
ha089+76.0wcsb.fits	76.0	-167.676	0.534	514	-286.705955297	4.0	151
ha090+78.0wcsb.fits	78.0	-167.676	0.534	514	-286.827555297	4.0	151
ha091+80.0wcsb.fits	80.0	-167.676	0.534	514	-286.950755297	4.0	151
ha092+82.0wcsb.fits	82.0	-167.676	0.534	514	-287.075555297	4.0	151
ha093+84.0wcsb.fits	84.0	-167.676	0.534	514	-287.201955297	4.0	151
ha094+86.0wcsb.fits	86.0	-167.676	0.534	514	-287.329955297	4.0	151
ha095+88.0wcsb.fits	88.0	-167.676	0.534	514	-287.459555297	4.0	151
ha096+90.0wcsb.fits	90.0	-167.676	0.534	514	-287.590755297	4.0	151
