                Filename        x         y0      dy     ny               v0    dv    nv  
   siil026-37.2wcsb.fits    -37.2   -230.797   0.311   1024   -278.524913011   2.0   300  
   siil027-36.2wcsb.fits    -36.2   -214.152    0.62    512   -241.322313011   2.0   300  
   siil028-34.0wcsb.fits    -34.0   -206.296   0.313   1024   -279.567213011   2.0   300  
   siil029-32.2wcsb.fits    -32.2   -233.222   0.311   1024   -279.244013011   2.0   300  
   siil030-30.9wcsb.fits    -30.9   -216.894   0.622    512   -241.343713011   2.0   300  
   siil031-30.2wcsb.fits    -30.2   -233.614   0.311   1024   -277.378313011   2.0   300  
   siil032-28.8wcsb.fits    -28.8   -197.438   0.622    512   -276.105813011   2.0   300  
   siil033-26.0wcsb.fits    -26.0   -234.589   0.311   1024   -276.161413011   2.0   300  
   siil034-24.7wcsb.fits    -24.7   -235.194   0.311   1024   -276.781013011   2.0   300  
   siil035-22.4wcsb.fits    -22.4   -218.852   0.624    512   -239.234613011   2.0   300  
   siil036-20.5wcsb.fits    -20.5   -235.246   0.311   1024   -276.073113011   2.0   300  
   siil037-16.5wcsb.fits    -16.5    -218.66   0.624    512   -239.982813011   2.0   300  
   siil038-13.2wcsb.fits    -13.2   -234.385   0.311   1024   -276.185513011   2.0   300  
   siil039-11.4wcsb.fits    -11.4   -199.418   0.621    512   -277.040713011   2.0   300  
    siil040-8.6wcsb.fits     -8.6   -226.568   0.624    512   -277.017013011   2.0   300  
    siil041-7.6wcsb.fits     -7.6   -218.075   0.621    512   -238.478413011   2.0   300  
    siil042-5.7wcsb.fits     -5.7   -199.733   0.621    512   -277.622813011   2.0   300  
    siil043-4.7wcsb.fits     -4.7   -199.418   0.621    512   -277.953813011   2.0   300  
    siil044-4.3wcsb.fits     -4.3   -198.362   0.622    512   -277.496513011   2.0   300  
    siil045-3.1wcsb.fits     -3.1    -226.49   0.621    512   -277.157413011   2.0   300  
    siil046-0.1wcsb.fits     -0.1   -225.563   0.621    512   -277.617813011   2.0   300  
    siil047+1.0wcsb.fits      1.0   -219.348   0.622    512   -240.444813011   2.0   300  
    siil048+3.2wcsb.fits      3.2   -203.942   0.622    512   -275.064413011   2.0   300  
    siil049+4.0wcsb.fits      4.0   -201.588    0.62    512   -276.732813011   2.0   300  
    siil050+4.3wcsb.fits      4.3   -211.199   0.621    512   -273.640513011   2.0   300  
    siil051+5.7wcsb.fits      5.7   -201.875   0.621    512   -276.115813011   2.0   300  
    siil052+7.3wcsb.fits      7.3   -218.012   0.621    512   -241.537113011   2.0   300  
    siil053+7.6wcsb.fits      7.6   -201.886   0.622    512   -277.203213011   2.0   300  
   siil054+11.5wcsb.fits     11.5    -173.45   0.534    531   -1162.88563289   2.0   900  
   siil055+19.4wcsb.fits     19.4   -172.916   0.534    531   -1162.20093289   2.0   900  
   siil056+21.5wcsb.fits     21.5   -172.916   0.534    531   -1162.33003289   2.0   900  
   siil057+23.5wcsb.fits     23.5   -172.382   0.534    531   -1161.88713289   2.0   900  
   siil058+25.6wcsb.fits     25.6   -172.916   0.534    531   -1160.49343289   2.0   900  
   siil059+27.5wcsb.fits     27.5   -172.916   0.534    531   -1160.32393289   2.0   900  
   siil060+29.5wcsb.fits     29.5   -172.916   0.534    531   -1161.76713289   2.0   900  
   siil061+31.5wcsb.fits     31.5   -172.916   0.534    531   -1161.77873289   2.0   900  
   siil062+33.5wcsb.fits     33.5   -172.916   0.534    531   -1160.20373289   2.0   900  
   siil063+35.4wcsb.fits     35.4   -172.916   0.534    531   -1160.50683289   2.0   900  
   siil064+37.5wcsb.fits     37.5   -172.916   0.534    531   -1160.14643289   2.0   900  
   siil065+39.5wcsb.fits     39.5   -171.848   0.534    531   -1161.57873289   2.0   900  
   siil066+41.5wcsb.fits     41.5    -172.45   0.534    531   -1161.04563289   2.0   900  
   siil067+41.8wcsb.fits     41.8   -225.785   0.623    512   -273.483513011   2.0   300  
   siil068+43.6wcsb.fits     43.6   -225.243   0.621    512   -274.486513011   2.0   300  
   siil069+45.1wcsb.fits     45.1   -198.453   0.311   1024   -280.469413011   2.0   300  
   siil070+45.4wcsb.fits     45.4   -172.382   0.534    531   -1161.52793289   2.0   900  
   siil071+48.0wcsb.fits     48.0   -226.546   0.622    512   -276.367713011   2.0   300  
   siil072+49.1wcsb.fits     49.1   -154.124   0.312   1024   -275.692713011   2.0   300  
   siil073+51.1wcsb.fits     51.1   -225.295   0.619    512   -276.253013011   2.0   300  
   siil074+57.7wcsb.fits     57.7   -225.606   0.622    512   -275.156413011   2.0   300  
   siil075+58.3wcsb.fits     58.3   -224.628    0.62    512   -278.170013011   2.0   300  
   siil076+60.0wcsb.fits     60.0   -180.138   0.623    512   -277.348913011   2.0   300  
   siil077+63.5wcsb.fits     63.5    -168.79   0.534    505     -411.4725259   1.0   800  
   siil078+65.4wcsb.fits     65.4    -169.79   0.534    505     -412.2133259   1.0   800  
   siil079+67.5wcsb.fits     67.5   -169.256   0.534    505     -412.5095259   1.0   800  
   siil080+68.4wcsb.fits     68.4    -168.79   0.534    505     -413.2862259   1.0   800  
   siil081+68.8wcsb.fits     68.8   -179.825   0.621    512   -277.441213011   2.0   300  
   siil082+69.8wcsb.fits     69.8     -156.6   0.312   1024   -277.256113011   2.0   300  
   siil083+72.5wcsb.fits     72.5    -168.12   0.534    505     -414.1726259   1.0   800  
   siil084+73.8wcsb.fits     73.8   -187.359   0.313   1024   -276.952313011   2.0   300  
   siil085+74.0wcsb.fits     74.0   -167.848   0.534    505     -414.2197259   1.0   800  
   siil086+77.5wcsb.fits     77.5   -168.382   0.534    505     -414.6594259   1.0   800  
   siil087+79.5wcsb.fits     79.5   -168.382   0.534    505     -413.8297259   1.0   800  
   siil088+81.6wcsb.fits     81.6   -167.848   0.534    505     -414.0819259   1.0   800  
   siil089+83.5wcsb.fits     83.5   -168.382   0.534    505     -415.6251259   1.0   800  
   siil090+86.2wcsb.fits     86.2   -186.988    0.62    512   -277.528713011   2.0   300  
   siil091+87.6wcsb.fits     87.6   -215.148   0.312   1024   -279.989913011   2.0   300  
   siil092+89.3wcsb.fits     89.3    -188.54   0.627    512   -276.548213011   2.0   300  
